,title,sentiment
721,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,positive
722,Payout from BP oil spill settlement tops $5 billion,negative
724,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",positive
725,Sainsbury's and Glencore give FTSE a three-digit lift - London Report,positive
726,BHP Billiton drags FTSE lower after slashing dividend,negative
727,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,neutral
728,Unilever returns to Cuba in joint venture with state,positive
729,Deals Help Shrink Glencore's Mountain of Debt,positive
731,British taxpayers' stake in Lloyds falls below 22 percent,negative
732,Fears Primark growth is starting to falter,negative
734,Royal Bank of Scotland becomes Facebook customer,positive
735,MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management,neutral
736,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",positive
738,"FTSE ends lower on weaker miners, Tesco outperforms",positive
739,CompaniesCoutts raids JPMorgan Chase for new CEO,negative
741,Tesco share price down as grocer faces SFO investigation outcome,negative
744,AstraZeneca share price: Acerta deal pays off with orphan drug status,positive
745,Cost savings help Robinsons maker Britvic to first-half profit,positive
746,CompaniesTesco sends supermarket shares to top of FTSE,positive
747,"Diageo, Heineken Exchange Emerging-Market Brewing Assets",positive
748,Protesters gather in Seattle to block access to Shell oil rig,negative
749,Passengers rise at EasyJet and Aer Lingus,positive
750,Intertek profit up 16.1%; expects to meet forecast,positive
751,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",negative
752,Tesco's boss knows which side his bread is buttered,positive
753,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,negative
754,GSK hopes big clinical trial can breath new life into lung drug,positive
756,Standard Chartered CEO Peter Sands to Resign After Unrest at Bank,negative
757,Industry NewsStrong results at Travis Perkins marred by plumbing impairment,negative
758,Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion,positive
759,AstraZeneca to Buy ZS Pharma for $2.7 Billion,positive
760,"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact",positive
761,Reluctant shareholder George Osborne loses patience with RBS,negative
762,Cuadrilla and protesters await Lancashire fracking decision,negative
763,Currency causes full-year headaches for SABMiller,negative
764,Beach holiday demand helps lift clouds for easyJet,positive
767,"StanChart announces $5.1 billion capital-raising plan, posts Q3 loss",negative
768,BT Group's third quarter revenues rise as restructure unveiled,positive
769,SSE share price: Peterhead station to supply voltage support to National Grid,positive
770,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,neutral
771,Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive
772,AstraZeneca's patent on asthma drug invalidated by US court,negative
773,Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints,negative
774,Goodwin not to face Scottish prosecution over RBS,positive
775,TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions,negative
776,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,positive
777,"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices",positive
778,Morrisons share price: Group trading director departs as management cull ...,negative
779,Lloyds returns Â£13bn to UK taxpayer,negative
780,Weir leads FTSE lower after oil price profits warning,negative
781,Retail focus helps to shield Lloyds from banking chill,positive
782,UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds,positive
784,UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper,positive
787,Barclays fined for anti-money-laundering failings,negative
788,CORRECTED-Shire to buy Dyax for about $5.9 bln,positive
789,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",negative
790,ITV shares dip after update,negative
791,"Centrica extends gas deals with Gazprom, Statoil",positive
792,Glencore shares enjoy bounce-back after Hong Kong-led surge,positive
793,Ruling sets lower limit on potential fine for BP,negative
794,Sports Direct Shares Tumble as Founder Ashley Sells Shares,negative
796,Diageo receives reports from United Spirits on financial irregularities involving ...,negative
797,Credit checker Experian reports fall in full-year profit,negative
799,Barclays reports 8% fall in annual profits,negative
801,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive
802,Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena,negative
804,Morrisons share price: Founder's son to assist CEO with turnaround,positive
805,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,positive
806,Sainsbury sells unit to LloydsPharmacy,positive
807,Former Barclays traders stand trial in Libor case,negative
808,Tesco share price jumps as Q3 sales top estimates,positive
809,"South Africa approves SABMiller, Coke bottling deal with conditions",positive
810,CompaniesActelion shares hit record on Shire takeover talk,positive
811,UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring,negative
812,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",negative
813,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,negative
814,Standard Chartered Misses Estimates in Sands's Last Results,negative
815,"HSBC shakes up board with two new business chiefs, three departures",negative
816,Britain's FTSE slips from 2016 high as Sky falls,negative
817,BHP Billiton to lower copper production costs,positive
818,Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt,positive
819,CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100,negative
820,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative
822,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,negative
823,BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine,negative
824,RBI surprises Street; Sensex pares gains after hitting mount 30k,positive
825,"Royal Mail needs to deliver on modernisation plans, post haste",neutral
828,Clydesdale Bank H1 profits weighed down by PPI charge,negative
829,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,positive
830,CompaniesDeutsche taps ex-StanChart executive for audit role,neutral
831,Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry,negative
832,Investors Remain Skeptical About Shell-BG Deal,negative
835,UPDATE 3-Barclays fined for lax crime checks in 'deal of century',negative
836,Prudential hit by withdrawals from M&G investment arm,negative
837,Old Mutual faces backlash over Â£9m chief exec payout plan,negative
838,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,positive
840,Lloyds to cut 945 jobs as part of three-year restructuring strategy,negative
841,CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,neutral
842,Investor Woodford calls for outsider to head GlaxoSmithKline,positive
843,Randgold Resources third quarter profit slips despite record production,negative
846,UPDATE 1-UK to start selling remaining Royal Mail shares,negative
847,Companies Thetrainline.com announces arrival of London IPO,positive
848,Hargreaves weathers torrid ISA season and Brexit fears,negative
849,PRESS: UK Government Would Oppose Any BP Takeover - FT,negative
850,"Britain's FTSE gains, Land Securities up after dividend hike",positive
852,What It Takes for Royal Dutch Shell to Break Even,neutral
853,Industry NewsPetrofac secures $250m North Sea contract,positive
854,"Lloyds Will Cut 640 Jobs, Close 23 Branches as Part of 2014 Plan",positive
855,Royal Mail turnaround proving expensive in tough UK market,negative
856,IHG agrees $938 sale of InterContinental Hong Kong,positive
857,Barclays Said to Shrink Bonus Pool to Less Than 2 Billion Pounds,positive
858,Shire Offers to Buy Baxalta for $30 Billion,positive
859,Crown Castle buys Tower Development Corp for $461 million,positive
861,Norway's sovereign wealth fund says backed Shell CEO's pay,positive
862,MarketsProperty stocks under pressure after Standard Life fund move,negative
863,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,negative
864,BP's fine for 2010 oil spill capped at $13.7 billion,negative
865,Oilfield services firm Petrofac's debt shoots up 50 per cent,negative
866,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,positive
867,FTSE 100 movers: BG Group leads the charge as resource stocks jump,positive
869,Royal Mail share price: Postal service issues trading update,negative
870,Barclays Said to Cut 150 at Investment Bank as McCormick Departs,negative
871,Glencore fight back over debt fears lifts shares,positive
872,SAB's Chairman Digs In With Board Divided on InBev Offer,neutral
873,Britain facing winter of blackouts as National Grid warns of tightest power ...,negative
874,AB InBev approaches SABMiller to explore $250bn tie-up,positive
875,Barclays launches first 100% mortgages since crisis,positive
876,Germanwings disaster will not affect image of budget air travel - easyJet,positive
879,Early victory for new CEO as Morrisons beats forecasts,positive
880,Barclays said to be cutting 150 investment bank jobs,negative
884,Unilever Finds Growth More Elusive as Sales Meet Estimates,positive
885,Primark racks up a happy Christmas after strong sales,positive
886,New York says Barclays not cooperating in 'dark pool' probe,negative
888,Royal Mail share price edges lower as group raises stamp price,negative
890,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,negative
892,Diageo offloads major wine interests,negative
893,Glencore Agrees to Sell Minority Stake in Agriculture Business,positive
894,Diageo sells wine businesses for 320m pounds,positive
895,Breakingviews: IAG can pay more for Aer Lingus,positive
896,UPDATE 1-UK government would oppose any takeover of BP -FT,negative
897,Australian mining slowdown hits Aggreko,negative
898,The sustainability of Royal Dutch Shell's dividend,neutral
900,Easyjet traffic hit by air traffic controller strikes and terrorism,negative
901,Dixons Carphone says cyber attack may have exposed customers' data,negative
902,Stars aligned' for AB InBev's megabrew merger plan,positive
903,AstraZeneca's Good Deal Turns Bad,negative
906,Primark plots expansion in US and Europe,positive
907,BP shares tumble after $2.2bn fourth-quarter loss,negative
909,Berkshire Hathaway's 4Q profit declines 17 percent,negative
910,Ex-Barclays traders sentenced to up to six years' jail in Libor case,negative
911,BP slashes capital spending by 20%,negative
912,Shell's profits hit by further slide in oil prices,negative
915,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,positive
916,Lloyds is cutting more than 600 jobs and shutting 21 branches,negative
917,Can BP Restore Its Lost Luster?,negative
918,"Britain's FTSE steadies below record high, BHP gains",positive
922,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,negative
923,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,positive
925,InterContinental Hotels denies exploring sale or merger,neutral
926,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,positive
927,Hargreaves Lansdown says first-quarter assets hit by stock market flux,negative
928,Aviva Expects 1500 Jobs Cuts from Friends Life Deal,positive
929,CompaniesThiam received Â£5m pay packet for final months at Prudential,negative
930,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative
931,Royal Dutch Shell Posts Rise in Earnings Despite Lower Oil Prices,positive
932,Shell to Go Ahead With Petrochemical Plant in Pennsylvania,positive
934,Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020,neutral
